name,config_path,dir_suffix,training_type,model,method,training_bias,training_dataset,eval_dataset,prompt_style,is_control,lr,lr_schedule,lora_rank,kl_coef,anchor_weight,anchor_model,loss_fn,n_ref_rollouts,n_train_rollouts,n_consistency_rollouts,n_anchor_rollouts,temperature,max_new_tokens,n_datapoints,n_epochs,batch_size,gradient_accumulation_steps,refresh_every,checkpoint_every,bct_data_path,bct_n_samples,bct_with_instruct,eval_log_dir,eval_limit,eval_max_tasks,eval_bias_types,n_eval_questions,pro_bsr_training,pro_bsr_held_out_avg,pro_bsr_ratio_training,pro_bsr_ratio_held_out_avg,pro_bsr_ratio_training_lo,pro_bsr_ratio_training_hi,pro_bsr_ratio_held_out_lo,pro_bsr_ratio_held_out_hi,bir_training,bir_held_out_avg,bir_ratio_training,bir_ratio_held_out_avg,accuracy_unbiased,extra,run_name
nr_hp_gpt20b_rlct_da_g4_r64,artifacts/runs/nr_hp_gpt20b_rlct_da_g4_r64/metadata/config.yaml,rlct-da-g4-20b-r64,rlct_da_g4_20b_r64,openai/gpt-oss-20b,rl,da_g4,mmlu,truthfulqa,no_cot,False,0.000286,constant,8.0,0.05,0.0,base,ppo,64.0,64.0,64.0,64.0,1.0,24576.0,64.0,1.0,8.0,1.0,1.0,0.0,,,,artifacts/eval_suites/lr_hparam_truthfulqa/eval_logs,150.0,50.0,da_g4+df+sa+ss+wfs,728.0,0.05442176870748299,0.14457711800312517,0.6111983254840397,0.9711270004005675,0.24829931972789115,1.439885247028104,0.7278271505474786,1.3114973759552073,0.06802721088435375,0.16522150499476906,0.5842336934773911,0.9958693296268261,0.7297297297297297,"{""experiment_name"": ""nr_hp_gpt20b_rlct_da_g4_r64"", ""run_name"": ""gpt-oss-20b-rlct-da-g4-r64"", ""checkpoint"": ""tinker://64c5b11f-1964-511d-bf42-7b0a19c39ddb:train:0/sampler_weights/nr_hp_gpt20b_rlct_da_g4_r64_gpt-oss-20b-rlct-da-g4-r64""}",gpt-oss-20b-rlct-da-g4-r64
base_hle_20b,artifacts/legacy/experiments/base_hle_20b/config.yaml,,,openai/gpt-oss-20b,,,,hle,no_cot,False,,,,,,,,,,,,,,,,,,,,,,,sycophancy_eval_inspect/logs/consistency_hle_20b,400.0,50.0,ays+da_g4+df+ph+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": null, ""run_name"": null, ""checkpoint"": null}",
base_hle_llama,artifacts/legacy/experiments/base_hle_llama/config.yaml,,,meta-llama/Llama-3.1-8B-Instruct,,,,hle,cot,False,,,,,,,,,,,,,,,,,,,,,,,sycophancy_eval_inspect/logs/consistency_hle_llama,400.0,50.0,ays+da_g4+df+ph+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": null, ""run_name"": null, ""checkpoint"": null}",
bct_da_20b,artifacts/legacy/experiments/bct_da_20b/config.yaml,bct-da,,openai/gpt-oss-20b,sft,da_g4,,hle,no_cot,False,,,8.0,,,,,,,,,,,,1.0,128.0,,,,auto,,,sycophancy_eval_inspect/logs/consistency_hle_20b,100.0,50.0,ays+da_g4+df+ph+sa+ss+wfs,673.0,0.09183673469387756,0.25935519710483396,0.31186224489795916,0.8100007776171517,0.1297872547077083,0.4914192949907236,0.6877157911317799,0.9261110214017158,0.19387755102040816,0.3287545792125332,0.6019436345966959,0.9291566729573233,0.17543859649122806,"{""experiment_name"": ""bct_da_20b"", ""run_name"": ""gpt-oss-20b-bct-da"", ""checkpoint"": ""tinker://3d852cc5-9f2d-5534-b043-c29ff7003c9b:train:0/sampler_weights/bct_da_20b_gpt-oss-20b-bct-da-s0""}",gpt-oss-20b-bct-da
bct_da_20b_newlr,artifacts/legacy/experiments/bct_da_20b_newlr/config.yaml,bct-da-newlr,,openai/gpt-oss-20b,sft,da_g4,,hle,no_cot,False,0.000286,,8.0,,,,,,,,,,,,1.0,128.0,,,,auto,,,sycophancy_eval_inspect/logs/consistency_hle_20b,100.0,50.0,da_g4+df+ph+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""bct_da_20b_newlr"", ""run_name"": ""gpt-oss-20b-bct-da-newlr"", ""checkpoint"": ""tinker://3e18792c-5865-53d4-8877-17d680649f4c:train:0/sampler_weights/bct_da_20b_newlr_gpt-oss-20b-bct-da-newlr-s0""}",gpt-oss-20b-bct-da-newlr
bct_da_llama,artifacts/legacy/experiments/bct_da_llama/config.yaml,bct-da,,meta-llama/Llama-3.1-8B-Instruct,sft,da_g4,,hle,cot,False,0.0001,,8.0,,,,,,,,,,,,1.0,128.0,,,,auto,,,sycophancy_eval_inspect/logs/consistency_hle_llama,100.0,50.0,ays+da_g4+df+ph+sa+ss+wfs,677.0,0.18947368421052632,0.46503962409706157,0.29465395772896813,0.9094301124320293,0.18040437665543524,0.4231195251128281,0.8235196243572532,0.9942416853499205,0.28421052631578947,0.5011768882810856,0.4268561136682009,0.913694329474952,0.1152073732718894,"{""experiment_name"": ""bct_da_llama"", ""run_name"": ""llama-bct-da"", ""checkpoint"": ""tinker://25c6747c-2152-5894-8ce6-148f33e74dae:train:0/sampler_weights/bct_da_llama_llama-bct-da-s0""}",llama-bct-da
bct_da_qwen,artifacts/legacy/experiments/bct_da_qwen/config.yaml,bct-da,,Qwen/Qwen3.6-35B-A3B,sft,da_g4,,hle,no_cot,False,0.000286,,8.0,,,,,,,,,,,,1.0,128.0,,,,auto,,,sycophancy_eval_inspect/logs/consistency_hle_qwen,100.0,50.0,da_g4+df+ph+sa+ss+wfs,330.0,0.12962962962962962,0.21417709580679686,0.7777777777777778,0.7822120020769971,0.2222222222222222,2.2222222222222223,0.4907037180814355,1.4452445652173909,0.14814814814814814,0.26148923629981624,0.8888888888888888,0.8513603042319599,0.2727272727272727,"{""experiment_name"": ""bct_da_qwen"", ""run_name"": ""qwen3-6-35b-a3b-bct-da"", ""checkpoint"": ""tinker://17054470-615a-5aae-a738-c9f9ef41ddaf:train:0/sampler_weights/bct_da_qwen_qwen3-6-35b-a3b-bct-da-s0""}",qwen3-6-35b-a3b-bct-da
bct_da_wfs_20b,artifacts/legacy/experiments/bct_da_wfs_20b/config.yaml,bct-da-wfs,,openai/gpt-oss-20b,sft,da_g4+wfs,,hle,no_cot,False,,,8.0,,,,,,,,,,,,1.0,128.0,,,,auto,,,sycophancy_eval_inspect/logs/consistency_hle_20b,100.0,50.0,ays+da_g4+df+ph+sa+ss+wfs,551.0,0.09523809523809523,0.31212397365087685,0.33102899591866647,0.9514698857523219,0.18146466565349542,0.5206313775510204,0.8886770984698927,1.202093980342193,0.19642857142857142,0.3688978171540492,0.6171963717919601,1.0199059601378213,0.10294117647058823,"{""experiment_name"": ""bct_da_wfs_20b"", ""run_name"": ""gpt-oss-20b-bct-da-wfs"", ""checkpoint"": ""tinker://730df362-5914-5961-8761-d41bfc2dde70:train:0/sampler_weights/bct_da_wfs_20b_gpt-oss-20b-bct-da-wfs-s0""}",gpt-oss-20b-bct-da-wfs
bct_da_wfs_20b_newlr,artifacts/legacy/experiments/bct_da_wfs_20b_newlr/config.yaml,bct-da-wfs-newlr,,openai/gpt-oss-20b,sft,da_g4+wfs,,hle,no_cot,False,0.000286,,8.0,,,,,,,,,,,,1.0,128.0,,,,auto,,,sycophancy_eval_inspect/logs/consistency_hle_20b,100.0,50.0,da_g4+df+ph+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""bct_da_wfs_20b_newlr"", ""run_name"": ""gpt-oss-20b-bct-da-wfs-newlr"", ""checkpoint"": ""tinker://03bce774-972e-5a59-9b14-734088bc566e:train:0/sampler_weights/bct_da_wfs_20b_newlr_gpt-oss-20b-bct-da-wfs-newlr-s0""}",gpt-oss-20b-bct-da-wfs-newlr
bct_da_wfs_llama,artifacts/legacy/experiments/bct_da_wfs_llama/config.yaml,bct-da-wfs,,meta-llama/Llama-3.1-8B-Instruct,sft,da_g4+wfs,,hle,cot,False,0.0001,,8.0,,,,,,,,,,,,1.0,128.0,,,,auto,,,sycophancy_eval_inspect/logs/consistency_hle_llama,100.0,50.0,ays+da_g4+df+ph+sa+ss+wfs,684.0,0.15214285714285714,0.373155347868936,0.2504017857142857,0.7475172384005174,0.16884466162181727,0.3328560043721839,0.6590973000298657,0.8418593815204216,0.2629591836734694,0.42256237058035373,0.4089325887835449,0.7910637782988239,0.16853932584269662,"{""experiment_name"": ""bct_da_wfs_llama"", ""run_name"": ""llama-bct-da-wfs"", ""checkpoint"": ""tinker://38679331-1988-5d86-8a62-2cda77c3568d:train:0/sampler_weights/bct_da_wfs_llama_llama-bct-da-wfs-s0""}",llama-bct-da-wfs
bct_da_wfs_qwen,artifacts/legacy/experiments/bct_da_wfs_qwen/config.yaml,bct-da-wfs,,Qwen/Qwen3.6-35B-A3B,sft,da_g4+wfs,,hle,no_cot,False,0.000286,,8.0,,,,,,,,,,,,1.0,128.0,,,,auto,,,sycophancy_eval_inspect/logs/consistency_hle_qwen,100.0,50.0,da_g4+df+ph+sa+ss+wfs,320.0,0.09531590413943355,0.11212679516250945,0.4575163398692811,0.4007936507936508,0.17142857142857143,1.3714285714285714,0.21211397058823528,0.7864285714285708,0.1715686274509804,0.19491685563114133,0.6862745098039216,0.6484362721986483,0.20634920634920634,"{""experiment_name"": ""bct_da_wfs_qwen"", ""run_name"": ""qwen3-6-35b-a3b-bct-da-wfs"", ""checkpoint"": ""tinker://e9ecb515-4587-5e38-b3f4-609397199d1b:train:0/sampler_weights/bct_da_wfs_qwen_qwen3-6-35b-a3b-bct-da-wfs-s0""}",qwen3-6-35b-a3b-bct-da-wfs
bct_sa_tqa_120b,artifacts/legacy/experiments/bct_sa_tqa_120b/config.yaml,bct_sa_tqa_120b,,openai/gpt-oss-120b,sft,sa,,hellaswag,no_cot,False,,,8.0,,,,,,,,,,,,1.0,128.0,,,,auto,,,sycophancy_eval_inspect/logs/bct_sa_tqa_120b,100.0,50.0,ays+ph+sa+ss+wfs,464.0,0.02,0.13437500000000002,1.0,1.1295715065502185,0.0,4.0,0.7639077853363567,1.6415560385338335,0.02,0.14078125000000002,0.5,1.1356894971189107,0.91,"{""experiment_name"": ""bct_sa_tqa_120b"", ""run_name"": ""gpt-bct-sa-tqa"", ""checkpoint"": ""tinker://af3d8d1e-6d5f-52d5-b5b8-e3574c435c47:train:0/sampler_weights/bct_sa_tqa_120b_gpt-bct-sa-tqa-s0""}",gpt-bct-sa-tqa
bct_sa_tqa_120b_inst,artifacts/legacy/experiments/bct_sa_tqa_120b_inst/config.yaml,bct_sa_tqa_120b_inst,,openai/gpt-oss-120b,sft,sa,,hellaswag,no_cot,False,,,8.0,,,,,,,,,,,,1.0,128.0,,,,auto,,,sycophancy_eval_inspect/logs/bct_sa_tqa_120b_inst,100.0,50.0,ays+ph+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""bct_sa_tqa_120b_inst"", ""run_name"": ""gpt-bct-sa-tqa-inst"", ""checkpoint"": null}",gpt-bct-sa-tqa-inst
rlct-da-20b-bs1,artifacts/legacy/experiments/rlct-da-20b-bs1/config.yaml,rlct-da-bs1,,openai/gpt-oss-20b,rl,da,mmlu,truthfulqa,no_cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,16.0,,,,128.0,,1.0,,1.0,64.0,,,,sycophancy_eval_inspect/logs/tinker_evals,,,da+df+sa+ss+wfs,2497.0,0.03822937625754527,0.13422172704975405,0.6749462290987304,0.8458033753781424,0.34737203710065273,1.1521573887771068,0.7314285714285714,0.9883482581571246,0.08853118712273642,0.1627251932682983,0.8887836824870793,0.9180749195963496,0.7083333333333334,"{""experiment_name"": ""rl_distractor_argument"", ""run_name"": ""gpt-oss-20b-rlct-da-bs1"", ""checkpoint"": ""tinker://92603dd3-7872-55e2-adfb-4932d915c8d5:train:0/sampler_weights/rl_distractor_argument_gpt-oss-20b-rlct-da-bs1""}",gpt-oss-20b-rlct-da-bs1
rlct-da-20b-bs2,artifacts/legacy/experiments/rlct-da-20b-bs2/config.yaml,rlct-da-bs2,,openai/gpt-oss-20b,rl,da,mmlu,truthfulqa,no_cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,16.0,,,,128.0,,2.0,,1.0,32.0,,,,sycophancy_eval_inspect/logs/tinker_evals,,,da+df+sa+ss+wfs,2480.0,0.02610441767068273,0.13244983252183712,0.46087799473757096,0.8346377138606844,0.22008426827703936,0.8532215819800941,0.7181295990433274,0.9656528310657511,0.0642570281124498,0.1531415552726554,0.6450901645798881,0.864005248480436,0.7222222222222222,"{""experiment_name"": ""rl_distractor_argument"", ""run_name"": ""gpt-oss-20b-rlct-da-bs2"", ""checkpoint"": ""tinker://f418e05b-ea7a-5a31-a800-56ef5e63793f:train:0/sampler_weights/rl_distractor_argument_gpt-oss-20b-rlct-da-bs2""}",gpt-oss-20b-rlct-da-bs2
rlct-da-20b-bs4,artifacts/legacy/experiments/rlct-da-20b-bs4/config.yaml,rlct-da-bs4,,openai/gpt-oss-20b,rl,da,mmlu,truthfulqa,no_cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,16.0,,,,128.0,,4.0,,1.0,16.0,,,,sycophancy_eval_inspect/logs/tinker_evals,,,da+df+sa+ss+wfs,2518.0,0.05410821643286573,0.134505637856408,0.9552898901250777,0.8475924502459188,0.5423238634131008,1.6164177980020187,0.7294716166457169,0.9878174411087889,0.09619238476953908,0.15478468025427372,0.96569609807851,0.873275551407032,0.7170923379174853,"{""experiment_name"": ""rl_distractor_argument"", ""run_name"": ""gpt-oss-20b-rlct-da-bs4"", ""checkpoint"": ""tinker://9ceed16b-5c8a-5fb9-b940-78c359494204:train:0/sampler_weights/rl_distractor_argument_gpt-oss-20b-rlct-da-bs4""}",gpt-oss-20b-rlct-da-bs4
rlct-da-20b-bs8,artifacts/legacy/experiments/rlct-da-20b-bs8/config.yaml,rlct-da-bs8,,openai/gpt-oss-20b,rl,da,mmlu,truthfulqa,no_cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,16.0,,,,128.0,,8.0,,1.0,8.0,,,,sycophancy_eval_inspect/logs/tinker_evals,,,da+df+sa+ss+wfs,2519.0,0.040160642570281124,0.13563842648001062,0.7090430688270323,0.8547307613263438,0.3914595501682185,1.2171037089534607,0.7373854940591518,0.9796020982670749,0.06827309236947791,0.1539533401776357,0.6854082998661312,0.8685852360435204,0.7387033398821218,"{""experiment_name"": ""rl_distractor_argument"", ""run_name"": ""gpt-oss-20b-rlct-da-bs8"", ""checkpoint"": ""tinker://c48ad7ec-84b8-5e34-8b56-b9d2e81fa4a3:train:0/sampler_weights/rl_distractor_argument_gpt-oss-20b-rlct-da-bs8""}",gpt-oss-20b-rlct-da-bs8
rlct-wfs-20b-bs1,artifacts/legacy/experiments/rlct-wfs-20b-bs1/config.yaml,rlct-wfs-bs1,,openai/gpt-oss-20b,rl,wfs,truthfulqa,logiqa,no_cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,16.0,,,,64.0,,1.0,,1.0,0.0,,,,sycophancy_eval_inspect/logs/rlct_wfs_hparam_sweep,200.0,,ph+ss,560.0,0.13756613756613756,0.18584340850964892,0.6475674280552329,0.749561368248099,0.40395101462204175,1.0211640211640212,0.5630572257930748,0.9702081461515424,0.17989417989417988,0.21284294350151128,0.75477340694732,0.7718265099446797,0.643979057591623,"{""experiment_name"": ""rl_wrong_few_shot"", ""run_name"": ""gpt-oss-20b-rlct-wfs-bs1"", ""checkpoint"": ""tinker://1e4c6d26-a08d-594c-b5e1-b24c2fd580ee:train:0/sampler_weights/rl_wrong_few_shot_gpt-oss-20b-rlct-wfs-bs1""}",gpt-oss-20b-rlct-wfs-bs1
rlct-wfs-20b-bs2,artifacts/legacy/experiments/rlct-wfs-20b-bs2/config.yaml,rlct-wfs-bs2,,openai/gpt-oss-20b,rl,wfs,truthfulqa,logiqa,no_cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,16.0,,,,64.0,,2.0,,1.0,0.0,,,,sycophancy_eval_inspect/logs/rlct_wfs_hparam_sweep,200.0,,ph+ss,539.0,0.13259668508287292,0.2179667259730936,0.6241746395364506,0.879124197425963,0.3791547454617206,0.9614207765764905,0.6841426545141865,1.1412307431860502,0.17679558011049723,0.2543153229078877,0.7417727600288254,0.9222166583317126,0.7213114754098361,"{""experiment_name"": ""rl_wrong_few_shot"", ""run_name"": ""gpt-oss-20b-rlct-wfs-bs2"", ""checkpoint"": ""tinker://fec69ce0-2272-50e8-9197-c0c022afcfd2:train:0/sampler_weights/rl_wrong_few_shot_gpt-oss-20b-rlct-wfs-bs2""}",gpt-oss-20b-rlct-wfs-bs2
rlct-wfs-20b-bs4,artifacts/legacy/experiments/rlct-wfs-20b-bs4/config.yaml,rlct-wfs-bs4,,openai/gpt-oss-20b,rl,wfs,truthfulqa,logiqa,no_cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,16.0,,,,64.0,,4.0,,1.0,0.0,,,,sycophancy_eval_inspect/logs/rlct_wfs_hparam_sweep,200.0,,ph+ss,523.0,0.10982658959537572,0.15716431556948798,0.5169885802904272,0.6338901140630181,0.2853878209436752,0.8133722467792509,0.4650729659922514,0.8283234528629264,0.1676300578034682,0.20000653082549635,0.7033174164362905,0.7252781798335248,0.651685393258427,"{""experiment_name"": ""rl_wrong_few_shot"", ""run_name"": ""gpt-oss-20b-rlct-wfs-bs4"", ""checkpoint"": ""tinker://fcc744d4-f3e2-5ad1-9f06-395529aa9cdf:train:0/sampler_weights/rl_wrong_few_shot_gpt-oss-20b-rlct-wfs-bs4""}",gpt-oss-20b-rlct-wfs-bs4
rlct-wfs-20b-bs8,artifacts/legacy/experiments/rlct-wfs-20b-bs8/config.yaml,rlct-wfs-bs8,,openai/gpt-oss-20b,rl,wfs,truthfulqa,logiqa,no_cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,16.0,,,,64.0,,8.0,,1.0,0.0,,,,sycophancy_eval_inspect/logs/rlct_wfs_hparam_sweep,200.0,,ph+ss,530.0,0.0903954802259887,0.1416602465331279,0.42552018740526387,0.5713576234382366,0.24075873103363804,0.6862525854051275,0.3984529231006561,0.7692934306906875,0.15254237288135594,0.19542886492039035,0.6400147383935152,0.7086783159098913,0.6444444444444445,"{""experiment_name"": ""rl_wrong_few_shot"", ""run_name"": ""gpt-oss-20b-rlct-wfs-bs8"", ""checkpoint"": ""tinker://a94012db-e50a-5525-87e6-628d4c7ced3a:train:0/sampler_weights/rl_wrong_few_shot_gpt-oss-20b-rlct-wfs-bs8""}",gpt-oss-20b-rlct-wfs-bs8
rlct_da_aw0_20b,artifacts/legacy/experiments/rlct_da_aw0_20b/config.yaml,rlct-da-aw0,,openai/gpt-oss-20b,rl,da_g4,hellaswag+logiqa,hle,no_cot,False,,constant,8.0,0.05,0.0,base,ppo,32.0,32.0,32.0,32.0,1.0,16384.0,128.0,1.0,8.0,1.0,1.0,8.0,,,,sycophancy_eval_inspect/logs/consistency_hle_20b,100.0,50.0,ays+da_g4+df+ph+sa+ss+wfs,652.0,0.21052631578947367,0.2835889060195262,0.7149122807017543,0.8856858739042874,0.4563182957393484,1.05212596096984,0.7216668956017549,0.9608763938650339,0.24210526315789474,0.32771423965512064,0.7516791979949875,0.9262163688428476,0.16030534351145037,"{""experiment_name"": ""rlct_da_aw0_20b"", ""run_name"": ""gpt-oss-20b-rlct-da-aw0"", ""checkpoint"": ""tinker://d0f2773d-be1a-565d-8bd8-558edd8109fb:train:0/sampler_weights/rlct_da_aw0_20b_gpt-oss-20b-rlct-da-aw0-s0""}",gpt-oss-20b-rlct-da-aw0
rlct_da_aw0_20b_newlr,artifacts/legacy/experiments/rlct_da_aw0_20b_newlr/config.yaml,rlct-da-aw0-newlr,,openai/gpt-oss-20b,rl,da_g4,hellaswag+logiqa,hle,no_cot,False,0.000286,constant,8.0,0.05,0.0,base,ppo,32.0,32.0,32.0,32.0,1.0,24576.0,64.0,1.0,8.0,1.0,1.0,8.0,,,,sycophancy_eval_inspect/logs/consistency_hle_20b,100.0,50.0,da_g4+df+ph+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""rlct_da_aw0_20b_newlr"", ""run_name"": ""gpt-oss-20b-rlct-da-aw0-newlr"", ""checkpoint"": ""tinker://4b57f041-da5b-5c60-9eb6-933122c645c1:train:0/sampler_weights/rlct_da_aw0_20b_newlr_gpt-oss-20b-rlct-da-aw0-newlr-s0""}",gpt-oss-20b-rlct-da-aw0-newlr
rlct_da_aw0_llama,artifacts/legacy/experiments/rlct_da_aw0_llama/config.yaml,rlct-da-aw0,,meta-llama/Llama-3.1-8B-Instruct,rl,da_g4,hellaswag+logiqa,hle,cot,False,,constant,8.0,0.05,0.0,base,ppo,32.0,32.0,32.0,32.0,1.0,16384.0,128.0,1.0,8.0,1.0,1.0,8.0,,,,sycophancy_eval_inspect/logs/consistency_hle_llama,100.0,50.0,ays+da_g4+df+ph+sa+ss+wfs,682.0,0.031578947368421054,0.42885213025124663,0.04910899295482802,0.8386619565770693,0.0,0.11029585634848782,0.750179245460232,0.9224655577694841,0.09473684210526316,0.45597853845276526,0.14228537122273366,0.8312933311340234,0.1858974358974359,"{""experiment_name"": ""rlct_da_aw0_llama"", ""run_name"": ""llama-rlct-da-aw0"", ""checkpoint"": ""tinker://b5c55741-bd4d-50ce-be45-6cf24e70108a:train:0/sampler_weights/rlct_da_aw0_llama_llama-rlct-da-aw0-s0""}",llama-rlct-da-aw0
rlct_da_aw0_qwen,artifacts/legacy/experiments/rlct_da_aw0_qwen/config.yaml,rlct-da-aw0,,Qwen/Qwen3.6-35B-A3B,rl,da_g4,hellaswag+logiqa,hle,no_cot,False,0.000286,constant,8.0,0.05,0.0,base,ppo,32.0,32.0,32.0,32.0,1.0,24576.0,64.0,1.0,8.0,1.0,1.0,8.0,,,,sycophancy_eval_inspect/logs/consistency_hle_qwen,100.0,50.0,da_g4+df+ph+sa+ss+wfs,362.0,0.22950819672131148,0.23833115310751757,1.377049180327869,0.8704268200448467,0.45901639344262296,3.737704918032787,0.5824604260308776,1.529097452934662,0.2459016393442623,0.28464712813233506,1.4754098360655739,0.926758091593649,0.20967741935483872,"{""experiment_name"": ""rlct_da_aw0_qwen"", ""run_name"": ""qwen3-6-35b-a3b-rlct-da-aw0"", ""checkpoint"": ""tinker://ec074771-1132-5032-b601-e932541507f5:train:0/sampler_weights/rlct_da_aw0_qwen_qwen3-6-35b-a3b-rlct-da-aw0-s0""}",qwen3-6-35b-a3b-rlct-da-aw0
rlct_da_wfs_aw0_20b,artifacts/legacy/experiments/rlct_da_wfs_aw0_20b/config.yaml,rlct-da-wfs-aw0,,openai/gpt-oss-20b,rl,da_g4+wfs,hellaswag+logiqa,hle,no_cot,False,,constant,8.0,0.05,0.0,base,ppo,32.0,32.0,32.0,32.0,1.0,16384.0,128.0,1.0,8.0,1.0,1.0,8.0,,,,sycophancy_eval_inspect/logs/consistency_hle_20b,100.0,50.0,ays+da_g4+df+ph+sa+ss+wfs,610.0,0.1351010101010101,0.26829329585143535,0.4695846930740174,0.8178576882960363,0.297138821845057,0.6573457639697868,0.6529211956521739,0.9147455157163016,0.1686868686868687,0.3133889753657196,0.5300294278235456,0.8664385338000201,0.14393939393939395,"{""experiment_name"": ""rlct_da_wfs_aw0_20b"", ""run_name"": ""gpt-oss-20b-rlct-da-wfs-aw0"", ""checkpoint"": ""tinker://58c8c7ff-fc02-59c2-825f-2e3f0d3a4bdc:train:0/sampler_weights/rlct_da_wfs_aw0_20b_gpt-oss-20b-rlct-da-wfs-aw0-s0""}",gpt-oss-20b-rlct-da-wfs-aw0
rlct_da_wfs_aw0_20b_newlr,artifacts/legacy/experiments/rlct_da_wfs_aw0_20b_newlr/config.yaml,rlct-da-wfs-aw0-newlr,,openai/gpt-oss-20b,rl,da_g4+wfs,hellaswag+logiqa,hle,no_cot,False,0.000286,constant,8.0,0.05,0.0,base,ppo,32.0,32.0,32.0,32.0,1.0,24576.0,64.0,1.0,8.0,1.0,1.0,8.0,,,,sycophancy_eval_inspect/logs/consistency_hle_20b,100.0,50.0,da_g4+df+ph+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""rlct_da_wfs_aw0_20b_newlr"", ""run_name"": ""gpt-oss-20b-rlct-da-wfs-aw0-newlr"", ""checkpoint"": ""tinker://e23ca374-bf41-57e7-b55a-3f0a156fab39:train:0/sampler_weights/rlct_da_wfs_aw0_20b_newlr_gpt-oss-20b-rlct-da-wfs-aw0-newlr-s0""}",gpt-oss-20b-rlct-da-wfs-aw0-newlr
rlct_da_wfs_aw0_llama,artifacts/legacy/experiments/rlct_da_wfs_aw0_llama/config.yaml,rlct-da-wfs-aw0,,meta-llama/Llama-3.1-8B-Instruct,rl,da_g4+wfs,hellaswag+logiqa,hle,cot,False,,constant,8.0,0.05,0.0,base,ppo,32.0,32.0,32.0,32.0,1.0,16384.0,128.0,1.0,8.0,1.0,1.0,8.0,,,,sycophancy_eval_inspect/logs/consistency_hle_llama,100.0,50.0,ays+da_g4+df+ph+sa+ss+wfs,675.0,0.34203178694158076,0.38246797218984924,0.5629273160080184,0.7661725980366216,0.46109533097776756,0.6850841959725783,0.6803612248544323,0.8637074135849316,0.42477448453608246,0.4551355224937918,0.6605744936683172,0.8520428015572283,0.14102564102564102,"{""experiment_name"": ""rlct_da_wfs_aw0_llama"", ""run_name"": ""llama-rlct-da-wfs-aw0"", ""checkpoint"": ""tinker://56dab309-6fca-51cd-bf0b-633805ece128:train:0/sampler_weights/rlct_da_wfs_aw0_llama_llama-rlct-da-wfs-aw0-s0""}",llama-rlct-da-wfs-aw0
rlct_da_wfs_aw0_qwen,artifacts/legacy/experiments/rlct_da_wfs_aw0_qwen/config.yaml,rlct-da-wfs-aw0,,Qwen/Qwen3.6-35B-A3B,rl,da_g4+wfs,hellaswag+logiqa,hle,no_cot,False,0.000286,constant,8.0,0.05,0.0,base,ppo,32.0,32.0,32.0,32.0,1.0,24576.0,64.0,1.0,8.0,1.0,1.0,8.0,,,,sycophancy_eval_inspect/logs/consistency_hle_qwen,100.0,50.0,da_g4+df+ph+sa+ss+wfs,283.0,0.1745833333333333,0.15293948968770962,0.838,0.5466773248411748,0.3992810760667904,3.673469387755102,0.32065618503118504,1.148361486486486,0.22541666666666665,0.22113532581643475,0.9016666666666666,0.7356581136071492,0.17647058823529413,"{""experiment_name"": ""rlct_da_wfs_aw0_qwen"", ""run_name"": ""qwen3-6-35b-a3b-rlct-da-wfs-aw0"", ""checkpoint"": ""tinker://a7cd9c79-f655-5fd3-8f55-e27343a16c58:train:0/sampler_weights/rlct_da_wfs_aw0_qwen_qwen3-6-35b-a3b-rlct-da-wfs-aw0-s0""}",qwen3-6-35b-a3b-rlct-da-wfs-aw0
rlct_sa_tqa_120b,artifacts/legacy/experiments/rlct_sa_tqa_120b/config.yaml,rlct_sa_tqa_120b,,openai/gpt-oss-120b,rl,sa,truthfulqa,hellaswag,no_cot,False,,constant,8.0,0.05,0.0,base,ppo,64.0,64.0,64.0,64.0,1.0,8192.0,64.0,1.0,8.0,1.0,1.0,0.0,,,,sycophancy_eval_inspect/logs/rlct_sa_tqa_120b,100.0,50.0,ays+ph+sa+ss+wfs,488.0,0.03,0.14284090909090907,0.5,0.9440086782376501,0.0,1.9049999999999954,0.6508218382459706,1.3568201392204169,0.04,0.14534090909090908,0.6666666666666667,0.929806138933764,0.93,"{""experiment_name"": ""rlct_sa_tqa_120b"", ""run_name"": ""gpt-rlct-sa-tqa"", ""checkpoint"": ""tinker://d166cc4f-fa41-5617-b959-72525d9657a7:train:0/sampler_weights/rlct_sa_tqa_120b_gpt-rlct-sa-tqa-s0""}",gpt-rlct-sa-tqa
